[2017-01-05 16:15:31.006] [TRACE] 第一视频 - DealWith instantiation ...
[2017-01-05 16:22:52.450] [DEBUG] 第一视频 - 第一视频 14402390 加入缓存队列
[2017-01-05 16:22:53.369] [DEBUG] 第一视频 - 第一视频 14402351 加入缓存队列
[2017-01-05 16:22:54.888] [DEBUG] 第一视频 - 第一视频 14402340 加入缓存队列
[2017-01-05 16:22:55.709] [DEBUG] 第一视频 - 第一视频 14402317 加入缓存队列
[2017-01-05 16:22:57.066] [DEBUG] 第一视频 - 第一视频 14402306 加入缓存队列
[2017-01-05 16:22:57.949] [DEBUG] 第一视频 - 第一视频 14402272 加入缓存队列
[2017-01-05 16:22:59.654] [DEBUG] 第一视频 - 第一视频 14400959 加入缓存队列
[2017-01-05 16:23:00.487] [DEBUG] 第一视频 - 第一视频 14401655 加入缓存队列
[2017-01-05 16:23:02.584] [DEBUG] 第一视频 - 第一视频 14401469 加入缓存队列
[2017-01-05 16:23:04.497] [DEBUG] 第一视频 - 第一视频 14401444 加入缓存队列
[2017-01-05 16:23:06.752] [DEBUG] 第一视频 - 第一视频 14400970 加入缓存队列
[2017-01-05 16:23:08.514] [DEBUG] 第一视频 - 第一视频 14400900 加入缓存队列
[2017-01-05 16:23:17.161] [ERROR] 第一视频 - occur error :  { Error: ETIMEDOUT
    at Timeout._onTimeout (D:\AppServ\www\meimiao2\code\node_modules\request\request.js:813:19)
    at tryOnTimeout (timers.js:224:11)
    at Timer.listOnTimeout (timers.js:198:5) code: 'ETIMEDOUT', connect: true }
[2017-01-05 16:23:17.180] [ERROR] 第一视频 - error url: http://www.v1.cn/video/v_14400878.jhtml
[2017-01-05 16:23:17.181] [ERROR] 第一视频 - 单个DOM接口请求错误 :  { Error: ETIMEDOUT
    at Timeout._onTimeout (D:\AppServ\www\meimiao2\code\node_modules\request\request.js:813:19)
    at tryOnTimeout (timers.js:224:11)
    at Timer.listOnTimeout (timers.js:198:5) code: 'ETIMEDOUT', connect: true }
[2017-01-05 16:23:17.698] [DEBUG] 第一视频 - 第一视频 14400878 加入缓存队列
[2017-01-05 16:23:19.645] [DEBUG] 第一视频 - 第一视频 14400757 加入缓存队列
[2017-01-05 16:23:20.159] [DEBUG] 第一视频 - 第一视频 14399829 加入缓存队列
[2017-01-05 16:23:21.961] [DEBUG] 第一视频 - 第一视频 14400125 加入缓存队列
[2017-01-05 16:23:22.658] [DEBUG] 第一视频 - 第一视频 14400121 加入缓存队列
[2017-01-05 16:23:23.813] [DEBUG] 第一视频 - 第一视频 14400116 加入缓存队列
[2017-01-05 16:23:24.578] [DEBUG] 第一视频 - 第一视频 14396746 加入缓存队列
[2017-01-05 16:23:25.732] [DEBUG] 第一视频 - 第一视频 14399969 加入缓存队列
[2017-01-05 16:23:26.223] [DEBUG] 第一视频 - 第一视频 14399962 加入缓存队列
[2017-01-05 16:23:27.748] [DEBUG] 第一视频 - 第一视频 14399872 加入缓存队列
[2017-01-05 16:23:30.011] [DEBUG] 第一视频 - 第一视频 14399403 加入缓存队列
[2017-01-05 16:23:30.624] [DEBUG] 第一视频 - 第一视频 14399364 加入缓存队列
[2017-01-05 16:23:31.771] [DEBUG] 第一视频 - 第一视频 14399363 加入缓存队列
[2017-01-05 16:23:33.102] [DEBUG] 第一视频 - 第一视频 14399338 加入缓存队列
[2017-01-05 16:23:33.913] [DEBUG] 第一视频 - 第一视频 14397426 加入缓存队列
[2017-01-05 16:23:35.410] [DEBUG] 第一视频 - 第一视频 14397871 加入缓存队列
[2017-01-05 16:23:35.899] [DEBUG] 第一视频 - 第一视频 14397579 加入缓存队列
[2017-01-05 16:23:37.468] [DEBUG] 第一视频 - 第一视频 14397573 加入缓存队列
[2017-01-05 16:23:38.058] [DEBUG] 第一视频 - 第一视频 14396768 加入缓存队列
[2017-01-05 16:23:39.629] [DEBUG] 第一视频 - 第一视频 14397552 加入缓存队列
[2017-01-05 16:23:40.461] [DEBUG] 第一视频 - 第一视频 14397540 加入缓存队列
[2017-01-05 16:23:41.918] [DEBUG] 第一视频 - 第一视频 14397482 加入缓存队列
[2017-01-05 16:23:42.431] [DEBUG] 第一视频 - 第一视频 14396502 加入缓存队列
[2017-01-05 16:23:44.295] [DEBUG] 第一视频 - 第一视频 14395960 加入缓存队列
[2017-01-05 16:23:45.416] [DEBUG] 第一视频 - 第一视频 14396365 加入缓存队列
[2017-01-05 16:23:46.588] [DEBUG] 第一视频 - 第一视频 14395990 加入缓存队列
[2017-01-05 16:23:48.876] [DEBUG] 第一视频 - 第一视频 14395988 加入缓存队列
[2017-01-05 16:23:49.332] [DEBUG] 第一视频 - 第一视频 14395820 加入缓存队列
[2017-01-05 16:23:50.451] [DEBUG] 第一视频 - 第一视频 14395042 加入缓存队列
[2017-01-05 16:23:51.058] [DEBUG] 第一视频 - 第一视频 14395409 加入缓存队列
[2017-01-05 16:23:51.836] [DEBUG] 第一视频 - 第一视频 14395162 加入缓存队列
[2017-01-05 16:23:53.475] [DEBUG] 第一视频 - 第一视频 14395144 加入缓存队列
[2017-01-05 16:23:54.586] [DEBUG] 第一视频 - 第一视频 14395087 加入缓存队列
[2017-01-05 16:23:55.950] [DEBUG] 第一视频 - 第一视频 14394674 加入缓存队列
[2017-01-05 16:23:58.718] [DEBUG] 第一视频 - 第一视频 14394320 加入缓存队列
[2017-01-05 16:23:59.826] [DEBUG] 第一视频 - 第一视频 14394317 加入缓存队列
[2017-01-05 16:24:00.387] [DEBUG] 第一视频 - 第一视频 14394252 加入缓存队列
[2017-01-05 16:24:01.525] [DEBUG] 第一视频 - 第一视频 14393318 加入缓存队列
[2017-01-05 16:24:02.090] [DEBUG] 第一视频 - 第一视频 14393918 加入缓存队列
[2017-01-05 16:24:02.943] [DEBUG] 第一视频 - 第一视频 14393922 加入缓存队列
[2017-01-05 16:24:06.030] [DEBUG] 第一视频 - 第一视频 14393468 加入缓存队列
[2017-01-05 16:24:06.644] [DEBUG] 第一视频 - 第一视频 14391896 加入缓存队列
[2017-01-05 16:24:07.725] [DEBUG] 第一视频 - 第一视频 14391898 加入缓存队列
[2017-01-05 16:24:08.529] [DEBUG] 第一视频 - 第一视频 14391728 加入缓存队列
[2017-01-05 16:24:09.010] [DEBUG] 第一视频 - 第一视频 14391359 加入缓存队列
[2017-01-05 16:24:10.715] [DEBUG] 第一视频 - 第一视频 14391355 加入缓存队列
[2017-01-05 16:24:11.246] [DEBUG] 第一视频 - 第一视频 14391305 加入缓存队列
[2017-01-05 16:24:12.131] [DEBUG] 第一视频 - 第一视频 14391303 加入缓存队列
[2017-01-05 16:24:12.926] [DEBUG] 第一视频 - 第一视频 14391291 加入缓存队列
[2017-01-05 16:24:13.693] [DEBUG] 第一视频 - 第一视频 14391230 加入缓存队列
[2017-01-05 16:24:14.503] [DEBUG] 第一视频 - 第一视频 14390436 加入缓存队列
[2017-01-05 16:24:15.569] [DEBUG] 第一视频 - 第一视频 14390891 加入缓存队列
[2017-01-05 16:24:16.146] [DEBUG] 第一视频 - 第一视频 14390877 加入缓存队列
[2017-01-05 16:24:16.936] [DEBUG] 第一视频 - 第一视频 14390504 加入缓存队列
[2017-01-05 16:24:17.488] [DEBUG] 第一视频 - 第一视频 14390443 加入缓存队列
[2017-01-05 16:24:18.705] [DEBUG] 第一视频 - 第一视频 14390390 加入缓存队列
[2017-01-05 16:24:20.220] [DEBUG] 第一视频 - 第一视频 14390250 加入缓存队列
[2017-01-05 16:24:21.050] [DEBUG] 第一视频 - 第一视频 14390216 加入缓存队列
[2017-01-05 16:24:21.560] [DEBUG] 第一视频 - 第一视频 14390197 加入缓存队列
[2017-01-05 16:24:23.080] [DEBUG] 第一视频 - 第一视频 14387784 加入缓存队列
[2017-01-05 16:24:23.959] [DEBUG] 第一视频 - 第一视频 14389823 加入缓存队列
[2017-01-05 16:24:26.797] [DEBUG] 第一视频 - 第一视频 14389818 加入缓存队列
[2017-01-05 16:24:27.306] [DEBUG] 第一视频 - 第一视频 14389353 加入缓存队列
[2017-01-05 16:24:28.557] [DEBUG] 第一视频 - 第一视频 14389358 加入缓存队列
[2017-01-05 16:24:29.152] [DEBUG] 第一视频 - 第一视频 14388181 加入缓存队列
[2017-01-05 16:24:29.914] [DEBUG] 第一视频 - 第一视频 14387293 加入缓存队列
[2017-01-05 16:24:30.402] [DEBUG] 第一视频 - 第一视频 14387998 加入缓存队列
[2017-01-05 16:24:31.390] [DEBUG] 第一视频 - 第一视频 14387818 加入缓存队列
[2017-01-05 16:24:32.262] [DEBUG] 第一视频 - 第一视频 14387377 加入缓存队列
[2017-01-05 16:24:32.973] [DEBUG] 第一视频 - 第一视频 14387319 加入缓存队列
[2017-01-05 16:24:34.238] [DEBUG] 第一视频 - 第一视频 14385727 加入缓存队列
[2017-01-05 16:24:34.825] [DEBUG] 第一视频 - 第一视频 14387040 加入缓存队列
[2017-01-05 16:24:36.362] [DEBUG] 第一视频 - 第一视频 14386939 加入缓存队列
[2017-01-05 16:24:37.300] [DEBUG] 第一视频 - 第一视频 14386265 加入缓存队列
[2017-01-05 16:24:38.135] [DEBUG] 第一视频 - 第一视频 14386505 加入缓存队列
[2017-01-05 16:24:42.622] [DEBUG] 第一视频 - 第一视频 14385661 加入缓存队列
[2017-01-05 16:24:44.628] [DEBUG] 第一视频 - 第一视频 14385435 加入缓存队列
[2017-01-05 16:24:45.337] [DEBUG] 第一视频 - 第一视频 14385735 加入缓存队列
[2017-01-05 16:24:46.447] [DEBUG] 第一视频 - 第一视频 14385081 加入缓存队列
[2017-01-05 16:24:46.982] [DEBUG] 第一视频 - 第一视频 14385852 加入缓存队列
[2017-01-05 16:24:48.305] [DEBUG] 第一视频 - 第一视频 14384879 加入缓存队列
[2017-01-05 16:24:49.430] [DEBUG] 第一视频 - 第一视频 14384890 加入缓存队列
[2017-01-05 16:24:49.975] [DEBUG] 第一视频 - 第一视频 14385102 加入缓存队列
[2017-01-05 16:24:51.227] [DEBUG] 第一视频 - 第一视频 14385057 加入缓存队列
[2017-01-05 16:24:52.295] [DEBUG] 第一视频 - 第一视频 14384962 加入缓存队列
[2017-01-05 16:24:52.797] [DEBUG] 第一视频 - 第一视频 14384948 加入缓存队列
[2017-01-05 16:24:53.959] [DEBUG] 第一视频 - 第一视频 14384922 加入缓存队列
[2017-01-05 16:24:54.525] [DEBUG] 第一视频 - 第一视频 14382235 加入缓存队列
[2017-01-05 16:24:55.331] [DEBUG] 第一视频 - 第一视频 14382904 加入缓存队列
[2017-01-05 16:24:56.205] [DEBUG] 第一视频 - 第一视频 14381365 加入缓存队列
[2017-01-05 16:24:58.583] [DEBUG] 第一视频 - 第一视频 14382851 加入缓存队列
[2017-01-05 16:24:59.966] [DEBUG] 第一视频 - 第一视频 14383243 加入缓存队列
[2017-01-05 16:25:02.087] [DEBUG] 第一视频 - 第一视频 14383063 加入缓存队列
[2017-01-05 16:25:03.982] [DEBUG] 第一视频 - 第一视频 14381369 加入缓存队列
[2017-01-05 16:25:06.352] [DEBUG] 第一视频 - 第一视频 14382089 加入缓存队列
[2017-01-05 16:25:07.214] [DEBUG] 第一视频 - 第一视频 14381362 加入缓存队列
[2017-01-05 16:25:08.819] [DEBUG] 第一视频 - 第一视频 14380818 加入缓存队列
[2017-01-05 16:25:09.358] [DEBUG] 第一视频 - 第一视频 14381367 加入缓存队列
[2017-01-05 16:25:25.936] [ERROR] 第一视频 - occur error :  { Error: ESOCKETTIMEDOUT
    at ClientRequest.<anonymous> (D:\AppServ\www\meimiao2\code\node_modules\request\request.js:778:19)
    at ClientRequest.g (events.js:286:16)
    at emitNone (events.js:86:13)
    at ClientRequest.emit (events.js:185:7)
    at Socket.emitTimeout (_http_client.js:593:10)
    at Socket.g (events.js:286:16)
    at emitNone (events.js:86:13)
    at Socket.emit (events.js:185:7)
    at Socket._onTimeout (net.js:333:8)
    at tryOnTimeout (timers.js:224:11) code: 'ESOCKETTIMEDOUT', connect: false }
[2017-01-05 16:25:25.952] [ERROR] 第一视频 - error url: http://www.v1.cn/video/v_14380905.jhtml
[2017-01-05 16:25:25.954] [ERROR] 第一视频 - 单个DOM接口请求错误 :  { Error: ESOCKETTIMEDOUT
    at ClientRequest.<anonymous> (D:\AppServ\www\meimiao2\code\node_modules\request\request.js:778:19)
    at ClientRequest.g (events.js:286:16)
    at emitNone (events.js:86:13)
    at ClientRequest.emit (events.js:185:7)
    at Socket.emitTimeout (_http_client.js:593:10)
    at Socket.g (events.js:286:16)
    at emitNone (events.js:86:13)
    at Socket.emit (events.js:185:7)
    at Socket._onTimeout (net.js:333:8)
    at tryOnTimeout (timers.js:224:11) code: 'ESOCKETTIMEDOUT', connect: false }
[2017-01-05 16:25:26.848] [DEBUG] 第一视频 - 第一视频 14380905 加入缓存队列
[2017-01-05 16:25:30.123] [DEBUG] 第一视频 - 第一视频 14380838 加入缓存队列
[2017-01-05 16:25:32.110] [DEBUG] 第一视频 - 第一视频 14381583 加入缓存队列
[2017-01-05 16:25:32.993] [DEBUG] 第一视频 - 第一视频 14380127 加入缓存队列
[2017-01-05 16:25:34.094] [DEBUG] 第一视频 - 第一视频 14381355 加入缓存队列
[2017-01-05 16:25:35.390] [DEBUG] 第一视频 - 第一视频 14377510 加入缓存队列
[2017-01-05 16:25:36.973] [DEBUG] 第一视频 - 第一视频 14380791 加入缓存队列
[2017-01-05 16:25:39.281] [DEBUG] 第一视频 - 第一视频 14380790 加入缓存队列
[2017-01-05 16:25:39.785] [DEBUG] 第一视频 - 第一视频 14380788 加入缓存队列
[2017-01-05 16:25:41.362] [DEBUG] 第一视频 - 第一视频 14380734 加入缓存队列
[2017-01-05 16:25:41.886] [DEBUG] 第一视频 - 第一视频 14379786 加入缓存队列
[2017-01-05 16:25:42.557] [DEBUG] 第一视频 - 第一视频 14379306 加入缓存队列
[2017-01-05 16:25:45.925] [DEBUG] 第一视频 - 第一视频 14379560 加入缓存队列
[2017-01-05 16:25:47.813] [DEBUG] 第一视频 - 第一视频 14380106 加入缓存队列
[2017-01-05 16:25:48.932] [DEBUG] 第一视频 - 第一视频 14379753 加入缓存队列
[2017-01-05 16:25:49.575] [DEBUG] 第一视频 - 第一视频 14379720 加入缓存队列
[2017-01-05 16:25:50.853] [DEBUG] 第一视频 - 第一视频 14378412 加入缓存队列
[2017-01-05 16:26:23.304] [DEBUG] 第一视频 - 第一视频 14378287 加入缓存队列
[2017-01-05 16:26:24.164] [DEBUG] 第一视频 - 第一视频 14378283 加入缓存队列
[2017-01-05 16:26:24.628] [DEBUG] 第一视频 - 第一视频 14375352 加入缓存队列
[2017-01-05 16:26:25.428] [DEBUG] 第一视频 - 第一视频 14377178 加入缓存队列
[2017-01-05 16:26:26.842] [DEBUG] 第一视频 - 第一视频 14377633 加入缓存队列
[2017-01-05 16:26:29.692] [DEBUG] 第一视频 - 第一视频 14377585 加入缓存队列
[2017-01-05 16:26:34.242] [DEBUG] 第一视频 - 第一视频 14377583 加入缓存队列
[2017-01-05 16:26:34.751] [DEBUG] 第一视频 - 第一视频 14377445 加入缓存队列
[2017-01-05 16:26:35.321] [DEBUG] 第一视频 - 第一视频 14375966 加入缓存队列
[2017-01-05 16:26:36.501] [DEBUG] 第一视频 - 第一视频 14376457 加入缓存队列
[2017-01-05 16:26:37.036] [DEBUG] 第一视频 - 第一视频 14376830 加入缓存队列
[2017-01-05 17:39:29.471] [TRACE] 第一视频 - DealWith instantiation ...
[2017-01-05 17:39:29.485] [TRACE] 第一视频 - spiderCore instantiation ...
[2017-01-05 17:39:29.487] [TRACE] 第一视频 - 启动函数
[2017-01-05 17:39:29.517] [DEBUG] 第一视频 - 任务信息数据库连接建立...成功
[2017-01-05 17:39:29.519] [DEBUG] 第一视频 - 缓存队列数据库连接建立...成功
[2017-01-05 17:39:29.521] [DEBUG] 第一视频 - 创建数据库连接完毕
[2017-01-05 17:39:31.089] [DEBUG] 第一视频 - 用户: 8495305 back_end
[2017-01-05 17:39:31.109] [DEBUG] 第一视频 - undefined
